ticker,company,cik,year,accession,status,path
SATS,EchoStar,0001415404,2011,0001193125-11-044057,item1a_not_found,
ULTA,Ulta Beauty,0001403568,2026,0001104659-26-035243,success,../data/item1a/0001403568_2026.txt
ULTA,Ulta Beauty,0001403568,2025,0001558370-25-003810,success,../data/item1a/0001403568_2025.txt
ULTA,Ulta Beauty,0001403568,2024,0001558370-24-003941,success,../data/item1a/0001403568_2024.txt
ULTA,Ulta Beauty,0001403568,2023,0001558370-23-004581,success,../data/item1a/0001403568_2023.txt
ULTA,Ulta Beauty,0001403568,2022,0001558370-22-004330,success,../data/item1a/0001403568_2022.txt
ULTA,Ulta Beauty,0001403568,2021,0001558370-21-003523,success,../data/item1a/0001403568_2021.txt
ULTA,Ulta Beauty,0001403568,2020,0001558370-20-003272,success,../data/item1a/0001403568_2020.txt
ULTA,Ulta Beauty,0001403568,2019,0001558370-19-002739,success,../data/item1a/0001403568_2019.txt
ULTA,Ulta Beauty,0001403568,2018,0001558370-18-002733,success,../data/item1a/0001403568_2018.txt
ULTA,Ulta Beauty,0001403568,2017,0001193125-17-099261,item1a_not_found,
ULTA,Ulta Beauty,0001403568,2016,0001193125-16-523101,item1a_not_found,
ULTA,Ulta Beauty,0001403568,2015,0001193125-15-115602,item1a_not_found,
ULTA,Ulta Beauty,0001403568,2014,0001193125-14-127781,item1a_not_found,
ULTA,Ulta Beauty,0001403568,2013,0001193125-13-140116,item1a_not_found,
ULTA,Ulta Beauty,0001403568,2012,0001193125-12-136579,item1a_not_found,
ULTA,Ulta Beauty,0001403568,2011,0000950123-11-030900,item1a_not_found,
ULTA,Ulta Beauty,0001403568,2010,0000950123-10-030932,item1a_not_found,
LVS,Las Vegas Sands,0001300514,2026,0001300514-26-000013,success,../data/item1a/0001300514_2026.txt
LVS,Las Vegas Sands,0001300514,2025,0001300514-25-000040,success,../data/item1a/0001300514_2025.txt
LVS,Las Vegas Sands,0001300514,2024,0001300514-24-000048,success,../data/item1a/0001300514_2024.txt
LVS,Las Vegas Sands,0001300514,2023,0001300514-23-000021,success,../data/item1a/0001300514_2023.txt
LVS,Las Vegas Sands,0001300514,2022,0001300514-22-000007,success,../data/item1a/0001300514_2022.txt
LVS,Las Vegas Sands,0001300514,2021,0001300514-21-000033,success,../data/item1a/0001300514_2021.txt
LVS,Las Vegas Sands,0001300514,2020,0001300514-20-000011,success,../data/item1a/0001300514_2020.txt
LVS,Las Vegas Sands,0001300514,2019,0001300514-19-000021,success,../data/item1a/0001300514_2019.txt
LVS,Las Vegas Sands,0001300514,2018,0001300514-18-000022,success,../data/item1a/0001300514_2018.txt
LVS,Las Vegas Sands,0001300514,2017,0001300514-17-000005,success,../data/item1a/0001300514_2017.txt
LVS,Las Vegas Sands,0001300514,2016,0001300514-16-000023,success,../data/item1a/0001300514_2016.txt
LVS,Las Vegas Sands,0001300514,2015,0001300514-15-000005,success,../data/item1a/0001300514_2015.txt
LVS,Las Vegas Sands,0001300514,2014,0001445305-14-000758,success,../data/item1a/0001300514_2014.txt
LVS,Las Vegas Sands,0001300514,2013,0001193125-13-087854,item1a_not_found,
LVS,Las Vegas Sands,0001300514,2012,0000950123-12-004305,success,../data/item1a/0001300514_2012.txt
LVS,Las Vegas Sands,0001300514,2011,0000950123-11-020089,item1a_not_found,
